index,db,name,tissue,ann,ann_simplify,CL,translate
MCA_Uterus_Primordial germ cell,MCA,Fetal-Uterus,Uterus,Primordial germ cell,Primordial germ cell,oocyte,卵母细胞
HCL_Kidney_Principle cell,HCL,Adult-Kidney3,Kidney,Principle cell,Principle cell,kidney connecting tubule principal cell,肾连接小管主细胞
HCL_Kidney_Principle cell,HCL,Adult-Kidney4,Kidney,Principle cell,Principle cell,kidney connecting tubule principal cell,肾连接小管主细胞
HCL_Kidney_Principle cell,HCL,Adult-Kidney2,Kidney,Principle cell,Principle cell,kidney connecting tubule principal cell,肾连接小管主细胞
MCA_Pancreas_Progenitor cell_Nkx6-1 high,MCA,Adult-Pancreas,Pancreas,Progenitor cell_Nkx6-1 high,Progenitor cell_Nkx6-1 high,endocrine cell,内分泌细胞
MCA_Pancreas_Progenitor cell_Nkx6-1 high,MCA,Fetal-Pancreas,Pancreas,Progenitor cell_Nkx6-1 high,Progenitor cell_Nkx6-1 high,endocrine cell,内分泌细胞
HCL_Peripheral-Blood_Proliferating  B cell,HCL,Adult-Peripheral-Blood1,Peripheral-Blood,Proliferating  B cell,Proliferating  B cell,B cell,B细胞
HCL_Adrenal-Gland_Proliferating  cell,HCL,Fetal-Adrenal-Gland2,Adrenal-Gland,Proliferating  cell,Proliferating  cell,unknow_HCL,unknow_HCL
HCL_Lung_Proliferating alveolar bipotent progenitor cell,HCL,Adult-Lung2,Lung,Proliferating alveolar bipotent progenitor cell,Proliferating alveolar bipotent progenitor cell,endothelial cell,内皮细胞
MCA_Lung_Proliferating AT2 cell,MCA,Ten-Days-Lung,Lung,Proliferating AT2 cell,Proliferating AT2 cell,alveolar capillary type 2 endothelial cell,肺泡毛细血管2型内皮细胞
HCL_Intestine_Proliferating B cell,HCL,Adult-Epityphlon,Intestine,Proliferating B cell,Proliferating B cell,B cell,B细胞
MCA_Liver_Proliferating B cell,MCA,Two-Years-Liver,Liver,Proliferating B cell,Proliferating B cell,B cell,B细胞
MCA_Lung_Proliferating B cell,MCA,One-Year-Lung,Lung,Proliferating B cell,Proliferating B cell,B cell,B细胞
HCL_Adrenal-Gland_Proliferating cell,HCL,Fetal-Adrenal-Gland4,Adrenal-Gland,Proliferating cell,Proliferating cell,unknow_HCL,unknow_HCL
HCL_Adrenal-Gland_Proliferating cell,HCL,Fetal-Adrenal-Gland3,Adrenal-Gland,Proliferating cell,Proliferating cell,unknow_HCL,unknow_HCL
HCL_Adrenal-Gland_Proliferating cell,HCL,Neonatal-Adrenal-Gland1,Adrenal-Gland,Proliferating cell,Proliferating cell,unknow_HCL,unknow_HCL
MCA_Adrenal-Gland_Proliferating cell,MCA,Adult-Adrenal-Gland,Adrenal-Gland,Proliferating cell,Proliferating cell,macrophage,巨噬细胞
HCL_Bone-Marrow_Proliferating cell,HCL,Adult-Bone-Marrow-CD34P,Bone-Marrow,Proliferating cell,Proliferating cell,erythrocyte,红细胞
HCL_Brain_Proliferating cell,HCL,Fetal-Brain4,Brain,Proliferating cell,Proliferating cell,stem cell,干细胞
HCL_Brain_Proliferating cell,HCL,Fetal-Brain5,Brain,Proliferating cell,Proliferating cell,stem cell,干细胞
HCL_Brain_Proliferating cell,HCL,Adult-Temporal-Lobe1,Brain,Proliferating cell,Proliferating cell,stem cell,干细胞
MCA_Brain_Proliferating cell,MCA,Neonatal-Brain,Brain,Proliferating cell,Proliferating cell,stem cell,干细胞
MCA_Brain_Proliferating cell,MCA,Ten-Days-Brain,Brain,Proliferating cell,Proliferating cell,stem cell,干细胞
MCA_Brain_Proliferating cell,MCA,Two-Years-Brain,Brain,Proliferating cell,Proliferating cell,stem cell,干细胞
MCA_Calvaria_Proliferating cell,MCA,Neonatal-Calvaria,Calvaria,Proliferating cell,Proliferating cell,fibroblast,成纤维细胞
HCL_Heart_Proliferating cell,HCL,Fetal-Heart1,Heart,Proliferating cell,Proliferating cell,fibroblast,成纤维细胞
MCA_Heart_Proliferating cell,MCA,Adult-Heart,Heart,Proliferating cell,Proliferating cell,fibroblast,成纤维细胞
MCA_Heart_Proliferating cell,MCA,Eighteen-Months-Heart,Heart,Proliferating cell,Proliferating cell,fibroblast,成纤维细胞
MCA_Heart_Proliferating cell,MCA,Neonatal-Heart,Heart,Proliferating cell,Proliferating cell,fibroblast,成纤维细胞
MCA_Heart_Proliferating cell,MCA,Two-Years-Heart,Heart,Proliferating cell,Proliferating cell,fibroblast,成纤维细胞
HCL_Intestine_Proliferating cell,HCL,Fetal-Intestine2,Intestine,Proliferating cell,Proliferating cell,fibroblast,成纤维细胞
HCL_Intestine_Proliferating cell,HCL,Fetal-Intestine1,Intestine,Proliferating cell,Proliferating cell,fibroblast,成纤维细胞
HCL_Intestine_Proliferating cell,HCL,Fetal-Intestine5,Intestine,Proliferating cell,Proliferating cell,fibroblast,成纤维细胞
HCL_Intestine_Proliferating cell,HCL,Fetal-Intestine3,Intestine,Proliferating cell,Proliferating cell,fibroblast,成纤维细胞
HCL_Kidney_Proliferating cell,HCL,Fetal-Kidney6,Kidney,Proliferating cell,Proliferating cell,mesenchymal cell,间充质细胞
HCL_Kidney_Proliferating cell,HCL,Fetal-Kidney4,Kidney,Proliferating cell,Proliferating cell,mesenchymal cell,间充质细胞
HCL_Kidney_Proliferating cell,HCL,Fetal-Kidney5,Kidney,Proliferating cell,Proliferating cell,mesenchymal cell,间充质细胞
HCL_Kidney_Proliferating cell,HCL,Fetal-Kidney3,Kidney,Proliferating cell,Proliferating cell,mesenchymal cell,间充质细胞
MCA_Kidney_Proliferating cell,MCA,Fetal-Kidney,Kidney,Proliferating cell,Proliferating cell,mesenchymal cell,间充质细胞
MCA_Kidney_Proliferating cell,MCA,Neonatal-Kidney,Kidney,Proliferating cell,Proliferating cell,mesenchymal cell,间充质细胞
MCA_Kidney_Proliferating cell,MCA,Ten-Days-Kidney,Kidney,Proliferating cell,Proliferating cell,mesenchymal cell,间充质细胞
HCL_Liver_Proliferating cell,HCL,Adult-Liver4,Liver,Proliferating cell,Proliferating cell,T cell,T细胞
HCL_Liver_Proliferating cell,HCL,Adult-Liver2,Liver,Proliferating cell,Proliferating cell,T cell,T细胞
MCA_Liver_Proliferating cell,MCA,One-Year-Liver,Liver,Proliferating cell,Proliferating cell,T cell,T细胞
MCA_Liver_Proliferating cell,MCA,Two-Years-Liver,Liver,Proliferating cell,Proliferating cell,T cell,T细胞
HCL_Lung_Proliferating cell,HCL,Fetal-Lung2,Lung,Proliferating cell,Proliferating cell,alveolar capillary type 2 endothelial cell,肺泡毛细血管2型内皮细胞
HCL_Lung_Proliferating cell,HCL,Adult-Lung2,Lung,Proliferating cell,Proliferating cell,alveolar capillary type 2 endothelial cell,肺泡毛细血管2型内皮细胞
HCL_Lung_Proliferating cell,HCL,Adult-Lung3,Lung,Proliferating cell,Proliferating cell,alveolar capillary type 2 endothelial cell,肺泡毛细血管2型内皮细胞
MCA_Lung_Proliferating cell,MCA,Adult-Lung,Lung,Proliferating cell,Proliferating cell,alveolar capillary type 2 endothelial cell,肺泡毛细血管2型内皮细胞
MCA_Lung_Proliferating cell,MCA,Ten-Days-Lung,Lung,Proliferating cell,Proliferating cell,alveolar capillary type 2 endothelial cell,肺泡毛细血管2型内皮细胞
MCA_Lung_Proliferating cell,MCA,Two-Years-Lung,Lung,Proliferating cell,Proliferating cell,alveolar capillary type 2 endothelial cell,肺泡毛细血管2型内皮细胞
HCL_Muscle_Proliferating cell,HCL,Adult-Muscle1,Muscle,Proliferating cell,Proliferating cell,endothelial cell,内皮细胞
MCA_Omentum_Proliferating cell,MCA,Adult-Omentum,Omentum,Proliferating cell,Proliferating cell,fibroblast,成纤维细胞
HCL_Pancreas_Proliferating cell,HCL,Fetal-Pancreas3,Pancreas,Proliferating cell,Proliferating cell,endocrine cell,内分泌细胞
HCL_Pancreas_Proliferating cell,HCL,Fetal-Pancreas2,Pancreas,Proliferating cell,Proliferating cell,endocrine cell,内分泌细胞
MCA_Pancreas_Proliferating cell,MCA,Adult-Pancreas,Pancreas,Proliferating cell,Proliferating cell,endocrine cell,内分泌细胞
MCA_Pancreas_Proliferating cell,MCA,Eighteen-Months-Pancreas,Pancreas,Proliferating cell,Proliferating cell,endocrine cell,内分泌细胞
MCA_Pancreas_Proliferating cell,MCA,Three-Weeks-Pancreas,Pancreas,Proliferating cell,Proliferating cell,endocrine cell,内分泌细胞
MCA_Pancreas_Proliferating cell,MCA,Two-Years-Pancreas,Pancreas,Proliferating cell,Proliferating cell,endocrine cell,内分泌细胞
MCA_Pancreas_Proliferating cell,MCA,One-Year-Pancreas,Pancreas,Proliferating cell,Proliferating cell,endocrine cell,内分泌细胞
HCL_Peripheral-Blood_Proliferating cell,HCL,Adult-Peripheral-Blood2,Peripheral-Blood,Proliferating cell,Proliferating cell,T cell,T细胞
HCL_Placenta_Proliferating cell,HCL,Placenta1,Placenta,Proliferating cell,Proliferating cell,?,?
MCA_Pleura_Proliferating cell,MCA,Adult-Pleura,Pleura,Proliferating cell,Proliferating cell,dendritic cell,树突状细胞
MCA_Prostate_Proliferating cell,MCA,Adult-Prostate,Prostate,Proliferating cell,Proliferating cell,basal cell,基底细胞
HCL_Rib_Proliferating cell,HCL,Fetal-Rib2,Rib,Proliferating cell,Proliferating cell,?,?
HCL_Rib_Proliferating cell,HCL,Fetal-Rib3,Rib,Proliferating cell,Proliferating cell,?,?
MCA_Rib_Proliferating cell,MCA,Neonatal-Rib,Rib,Proliferating cell,Proliferating cell,fibroblast,成纤维细胞
HCL_Skin_Proliferating cell,HCL,Fetal-Skin3,Skin,Proliferating cell,Proliferating cell,fibroblast,成纤维细胞
HCL_Skin_Proliferating cell,HCL,Fetal-Skin2,Skin,Proliferating cell,Proliferating cell,fibroblast,成纤维细胞
MCA_Spleen_Proliferating cell,MCA,Eighteen-Months-Spleen,Spleen,Proliferating cell,Proliferating cell,B cell,B细胞
HCL_Stomach_Proliferating cell,HCL,Fetal-Stomach2,Stomach,Proliferating cell,Proliferating cell,stromal cell,基质细胞
MCA_Stomach_Proliferating cell,MCA,Neonatal-Stomach,Stomach,Proliferating cell,Proliferating cell,epithelial cell,上皮细胞
MCA_Thymus_Proliferating cell,MCA,Adult-Thymus,Thymus,Proliferating cell,Proliferating cell,T cell,T细胞
MCA_Uterus_Proliferating cell,MCA,One-Year-Uterus,Uterus,Proliferating cell,Proliferating cell,epithelial cell,上皮细胞
MCA_Uterus_Proliferating cell,MCA,Ten-Days-Uterus,Uterus,Proliferating cell,Proliferating cell,epithelial cell,上皮细胞
MCA_Heart_Proliferating cell_Ccnb1 high,MCA,Ten-Days-Heart,Heart,Proliferating cell_Ccnb1 high,Proliferating cell,fibroblast,成纤维细胞
MCA_Intestine_Proliferating cell_Ccnb1 high,MCA,Fetal-Intestine,Intestine,Proliferating cell_Ccnb1 high,Proliferating cell,fibroblast,成纤维细胞
MCA_Uterus_Proliferating cell_Cenpa high,MCA,Neonatal-Uterus,Uterus,Proliferating cell_Cenpa high,Proliferating cell,epithelial cell,上皮细胞
HCL_Pancreas_Proliferating cell_FABP5 high,HCL,Fetal-Pancreas1,Pancreas,Proliferating cell_FABP5 high,Proliferating cell,endocrine cell,内分泌细胞
HCL_Pancreas_Proliferating cell_HMGB2 high,HCL,Fetal-Pancreas1,Pancreas,Proliferating cell_HMGB2 high,Proliferating cell,endocrine cell,内分泌细胞
HCL_Brain_Proliferating cell_KIAA0101 high,HCL,Fetal-Brain6,Brain,Proliferating cell_KIAA0101 high,Proliferating cell,stem cell,干细胞
HCL_Calvaria_Proliferating cell_KIAA0101 high,HCL,Fetal-Calvaria1,Calvaria,Proliferating cell_KIAA0101 high,Proliferating cell,fibroblast,成纤维细胞
HCL_Lung_Proliferating cell_KIAA0101 high,HCL,Fetal-Lung2,Lung,Proliferating cell_KIAA0101 high,Proliferating cell,alveolar capillary type 2 endothelial cell,肺泡毛细血管2型内皮细胞
HCL_Brain_Proliferating cell_KIAA0101_high,HCL,Fetal-Brain3,Brain,Proliferating cell_KIAA0101_high,Proliferating cell_KIAA0101_high,stem cell,干细胞
MCA_Brain_Proliferating cell_Kpna2 high,MCA,Fetal-Brain,Brain,Proliferating cell_Kpna2 high,Proliferating cell,stem cell,干细胞
MCA_Heart_Proliferating cell_Pclaf high,MCA,One-Year-Heart,Heart,Proliferating cell_Pclaf high,Proliferating cell,fibroblast,成纤维细胞
MCA_Uterus_Proliferating cell_Pclaf high,MCA,Neonatal-Uterus,Uterus,Proliferating cell_Pclaf high,Proliferating cell,epithelial cell,上皮细胞
MCA_Thymus_Proliferating cell_Pcna high,MCA,Eighteen-Months-Thymus,Thymus,Proliferating cell_Pcna high,Proliferating cell,T cell,T细胞
HCL_Heart_Proliferating cell_PTTG1 high,HCL,Fetal-Heart2,Heart,Proliferating cell_PTTG1 high,Proliferating cell,fibroblast,成纤维细胞
MCA_Thymus_Proliferating cell_Snhg3 high,MCA,One-Year-Thymus,Thymus,Proliferating cell_Snhg3 high,Proliferating cell,T cell,T细胞
HCL_Heart_Proliferating cell_TOP2A high,HCL,Fetal-Heart2,Heart,Proliferating cell_TOP2A high,Proliferating cell,fibroblast,成纤维细胞
MCA_Intestine_Proliferating cell_Tshz2 high,MCA,Fetal-Intestine,Intestine,Proliferating cell_Tshz2 high,Proliferating cell,fibroblast,成纤维细胞
MCA_Testis_Proliferating cell_Tubb6 high,MCA,Neonatal-Testis,Testis,Proliferating cell_Tubb6 high,Proliferating cell,peritubular myoid cell,管周肌样细胞
HCL_Calvaria_Proliferating cell_UBE2C  high,HCL,Fetal-Calvaria1,Calvaria,Proliferating cell_UBE2C  high,Proliferating cell_UBE2C  high,fibroblast,成纤维细胞
HCL_Brain_Proliferating cell_UBE2C high,HCL,Fetal-Brain6,Brain,Proliferating cell_UBE2C high,Proliferating cell,stem cell,干细胞
MCA_Brain_Proliferating cell_Ube2c high,MCA,Fetal-Brain,Brain,Proliferating cell_Ube2c high,Proliferating cell,stem cell,干细胞
MCA_Brain_Proliferating cell_Ube2c high,MCA,Neonatal-Brain,Brain,Proliferating cell_Ube2c high,Proliferating cell,stem cell,干细胞
MCA_Heart_Proliferating cell_Ube2c high,MCA,Ten-Days-Heart,Heart,Proliferating cell_Ube2c high,Proliferating cell,fibroblast,成纤维细胞
MCA_Intestine_Proliferating cell_Ube2c high,MCA,Fetal-Intestine,Intestine,Proliferating cell_Ube2c high,Proliferating cell,fibroblast,成纤维细胞
HCL_Lung_Proliferating cell_UBE2C high,HCL,Fetal-Lung2,Lung,Proliferating cell_UBE2C high,Proliferating cell,alveolar capillary type 2 endothelial cell,肺泡毛细血管2型内皮细胞
MCA_Testis_Proliferating cell_Ube2c high,MCA,Neonatal-Testis,Testis,Proliferating cell_Ube2c high,Proliferating cell,Sertoli cell,塞尔托利氏细胞
MCA_Thymus_Proliferating cell_Ube2c high,MCA,Eighteen-Months-Thymus,Thymus,Proliferating cell_Ube2c high,Proliferating cell,T cell,T细胞
MCA_Thymus_Proliferating cell_Ube2c high,MCA,One-Year-Thymus,Thymus,Proliferating cell_Ube2c high,Proliferating cell,T cell,T细胞
HCL_Brain_Proliferating cell_UBE2C_high,HCL,Fetal-Brain3,Brain,Proliferating cell_UBE2C_high,Proliferating cell_UBE2C_high,stem cell,干细胞
MCA_Pleura_Proliferating dendritic cell,MCA,Adult-Pleura,Pleura,Proliferating dendritic cell,Proliferating dendritic cell,dendritic cell,树突状细胞
HCL_Heart_Proliferating endothelial cell,HCL,Fetal-Heart1,Heart,Proliferating endothelial cell,Proliferating endothelial cell,endothelial cell,内皮细胞
MCA_Stomach_Proliferating epithelial cell,MCA,Eighteen-Months-Stomach,Stomach,Proliferating epithelial cell,Proliferating epithelial cell,epithelial cell,上皮细胞
MCA_Stomach_Proliferating epithelial cell,MCA,Neonatal-Stomach,Stomach,Proliferating epithelial cell,Proliferating epithelial cell,epithelial cell,上皮细胞
MCA_Stomach_Proliferating epithelial cell,MCA,Ten-Days-Stomach,Stomach,Proliferating epithelial cell,Proliferating epithelial cell,epithelial cell,上皮细胞
MCA_Stomach_Proliferating epithelial cell,MCA,Two-Years-Stomach,Stomach,Proliferating epithelial cell,Proliferating epithelial cell,epithelial cell,上皮细胞
MCA_Stomach_Proliferating epithelial cell_Cdc20 high,MCA,Adult-Stomach,Stomach,Proliferating epithelial cell_Cdc20 high,Proliferating epithelial cell,epithelial cell,上皮细胞
MCA_Stomach_Proliferating epithelial cell_Ube2c high,MCA,Adult-Stomach,Stomach,Proliferating epithelial cell_Ube2c high,Proliferating epithelial cell,epithelial cell,上皮细胞
HCL_Heart_Proliferating fibroblast,HCL,Fetal-Heart1,Heart,Proliferating fibroblast,Proliferating fibroblast,fibroblast,成纤维细胞
HCL_Pancreas_Proliferating fibroblast,HCL,Fetal-Pancreas2,Pancreas,Proliferating fibroblast,Proliferating fibroblast,fibroblast,成纤维细胞
HCL_Adrenal-Gland_Proliferating Intra-adrenal ganglion neuron,HCL,Fetal-Adrenal-Gland4,Adrenal-Gland,Proliferating Intra-adrenal ganglion neuron,Proliferating Intra-adrenal ganglion neuron,neural cell,神经细胞
HCL_Lung_Proliferating lung mesenchyme cell_HIST1H4C high,HCL,Fetal-Lung1,Lung,Proliferating lung mesenchyme cell_HIST1H4C high,Proliferating lung mesenchyme cell,mesenchymal cell,间充质细胞
HCL_Lung_Proliferating lung mesenchyme cell_UBE2C high,HCL,Fetal-Lung1,Lung,Proliferating lung mesenchyme cell_UBE2C high,Proliferating lung mesenchyme cell,mesenchymal cell,间充质细胞
MCA_Heart_Proliferating macrophage,MCA,Adult-Heart,Heart,Proliferating macrophage,Proliferating macrophage,macrophage,巨噬细胞
HCL_Pleura_Proliferating mesothelial cell,HCL,Adult-Pleura1,Pleura,Proliferating mesothelial cell,Proliferating mesothelial cell,fibroblast,成纤维细胞
MCA_Brain_Proliferating neuron_Ube2c high,MCA,Neonatal-Brain,Brain,Proliferating neuron_Ube2c high,Proliferating neuron,neural cell,神经细胞
HCL_Brain_Proliferating radial glia,HCL,Fetal-Brain5,Brain,Proliferating radial glia,Proliferating radial glia,glial cell,胶质细胞
HCL_Brain_Proliferating radial glia,HCL,Fetal-Brain3,Brain,Proliferating radial glia,Proliferating radial glia,glial cell,胶质细胞
MCA_Testis_Proliferating sertoli cell,MCA,Neonatal-Testis,Testis,Proliferating sertoli cell,Proliferating sertoli cell,Sertoli cell,塞尔托利氏细胞
MCA_Testis_Proliferating sertoli cell,MCA,Ten-Days-Testis,Testis,Proliferating sertoli cell,Proliferating sertoli cell,Sertoli cell,塞尔托利氏细胞
HCL_Lung_Proliferating smooth muscle cell,HCL,Fetal-Lung1,Lung,Proliferating smooth muscle cell,Proliferating smooth muscle cell,smooth muscle cell,平滑肌细胞
MCA_Kidney_Proliferating T cell,MCA,Two-Years-Kidney,Kidney,Proliferating T cell,Proliferating T cell,T cell,T细胞
HCL_Lung_Proliferating T cell,HCL,Fetal-Lung1,Lung,Proliferating T cell,Proliferating T cell,T cell,T细胞
HCL_Lung_Proliferating T cell,HCL,Adult-Lung3,Lung,Proliferating T cell,Proliferating T cell,T cell,T细胞
HCL_Peripheral-Blood_Proliferating T cell,HCL,Adult-Peripheral-Blood4,Peripheral-Blood,Proliferating T cell,Proliferating T cell,T cell,T细胞
HCL_Peripheral-Blood_Proliferating T cell,HCL,Adult-Peripheral-Blood3,Peripheral-Blood,Proliferating T cell,Proliferating T cell,T cell,T细胞
HCL_Thymus_Proliferating T cell,HCL,Fetal-Thymus1,Thymus,Proliferating T cell,Proliferating T cell,T cell,T细胞
HCL_Lung_Proximal progenitor cell,HCL,Fetal-Lung1,Lung,Proximal progenitor cell,Proximal progenitor cell,alveolar capillary type 1 endothelial cell,肺泡毛细血管1型内皮细胞
HCL_Lung_Proximal progenitor cell_GRP high,HCL,Fetal-Lung2,Lung,Proximal progenitor cell_GRP high,Proximal progenitor cell,alveolar capillary type 1 endothelial cell,肺泡毛细血管1型内皮细胞
HCL_Lung_Proximal progenitor cell_SCGB3A2 high,HCL,Fetal-Lung2,Lung,Proximal progenitor cell_SCGB3A2 high,Proximal progenitor cell,alveolar capillary type 1 endothelial cell,肺泡毛细血管1型内皮细胞
MCA_Kidney_Proximal tubule brush border cell,MCA,Adult-Kidney,Kidney,Proximal tubule brush border cell,Proximal tubule brush border cell,kidney tubule cell,肾小管细胞
HCL_Kidney_Proximal tubule cell_ALDOB high,HCL,Adult-Kidney4,Kidney,Proximal tubule cell_ALDOB high,Proximal tubule cell,kidney tubule cell,肾小管细胞
HCL_Kidney_Proximal tubule cell_ALDOB high,HCL,Adult-Kidney2,Kidney,Proximal tubule cell_ALDOB high,Proximal tubule cell,kidney tubule cell,肾小管细胞
MCA_Kidney_Proximal tubule cell_Aldob high,MCA,Eighteen-Months-Kidney,Kidney,Proximal tubule cell_Aldob high,Proximal tubule cell,kidney tubule cell,肾小管细胞
MCA_Kidney_Proximal tubule cell_Cyp4a14 high,MCA,Adult-Kidney,Kidney,Proximal tubule cell_Cyp4a14 high,Proximal tubule cell,kidney tubule cell,肾小管细胞
MCA_Kidney_Proximal tubule cell_Cyp4a14 high,MCA,Three-Weeks-Kidney,Kidney,Proximal tubule cell_Cyp4a14 high,Proximal tubule cell,kidney tubule cell,肾小管细胞
MCA_Kidney_Proximal tubule cell_Fxyd2 high,MCA,Fetal-Kidney,Kidney,Proximal tubule cell_Fxyd2 high,Proximal tubule cell,kidney tubule cell,肾小管细胞
MCA_Kidney_Proximal tubule cell_Gpx3 high,MCA,Neonatal-Kidney,Kidney,Proximal tubule cell_Gpx3 high,Proximal tubule cell,kidney tubule cell,肾小管细胞
MCA_Kidney_Proximal tubule cell_Gsta2 high,MCA,Neonatal-Kidney,Kidney,Proximal tubule cell_Gsta2 high,Proximal tubule cell,kidney tubule cell,肾小管细胞
MCA_Kidney_Proximal tubule cell_Hao2 high,MCA,One-Year-Kidney,Kidney,Proximal tubule cell_Hao2 high,Proximal tubule cell,kidney tubule cell,肾小管细胞
MCA_Kidney_Proximal tubule cell_Hao2 high,MCA,Two-Years-Kidney,Kidney,Proximal tubule cell_Hao2 high,Proximal tubule cell,kidney tubule cell,肾小管细胞
MCA_Kidney_Proximal tubule cell_Kap high,MCA,Neonatal-Kidney,Kidney,Proximal tubule cell_Kap high,Proximal tubule cell,kidney tubule cell,肾小管细胞
HCL_Kidney_Proximal tubule cell_LRP2 high,HCL,Adult-Kidney3,Kidney,Proximal tubule cell_LRP2 high,Proximal tubule cell,kidney tubule cell,肾小管细胞
MCA_Kidney_Proximal tubule cell_Miox high,MCA,Three-Weeks-Kidney,Kidney,Proximal tubule cell_Miox high,Proximal tubule cell,kidney tubule cell,肾小管细胞
HCL_Kidney_Proximal tubule cell_MT1G high,HCL,Adult-Kidney3,Kidney,Proximal tubule cell_MT1G high,Proximal tubule cell,kidney tubule cell,肾小管细胞
HCL_Kidney_Proximal tubule cell_MT1G high,HCL,Adult-Kidney4,Kidney,Proximal tubule cell_MT1G high,Proximal tubule cell,kidney tubule cell,肾小管细胞
HCL_Kidney_Proximal tubule cell_MT1G high,HCL,Adult-Kidney2,Kidney,Proximal tubule cell_MT1G high,Proximal tubule cell,kidney tubule cell,肾小管细胞
MCA_Kidney_Proximal tubule cell_Osgin1 high,MCA,Adult-Kidney,Kidney,Proximal tubule cell_Osgin1 high,Proximal tubule cell,kidney tubule cell,肾小管细胞
